A_72_P000091,A_24_P192914
A_72_P328748,A_32_P87697
A_72_P328828,A_23_P59261
A_72_P329008,A_33_P3415895
A_72_P329008,A_23_P63816
A_72_P329218,A_23_P347508
A_72_P329233,A_33_P3315258
A_72_P329233,A_23_P45831
A_72_P329278,A_33_P3348887
A_72_P329278,A_23_P71821
A_72_P329408,A_24_P112447
A_72_P329688,A_33_P3330443
A_72_P329813,A_23_P157136
A_72_P329853,A_33_P3291484
A_72_P329853,A_23_P435601
A_72_P330108,A_23_P388301
A_72_P330108,A_33_P3380597
A_72_P330188,A_24_P330303
A_72_P330323,A_23_P408108
A_72_P330403,A_23_P128147
A_72_P330723,A_33_P3335999
A_72_P330723,A_23_P103919
A_72_P330828,A_23_P165722
A_72_P330828,A_33_P3308050
A_72_P330828,A_33_P3308055
A_72_P330828,A_19_P00316245
A_72_P330828,A_19_P00801511
A_72_P330828,A_19_P00316244
A_72_P330873,A_33_P3364459
A_72_P330873,A_24_P56467
A_72_P330958,A_23_P146990
A_72_P331100,A_23_P212508
A_72_P331123,A_23_P255257
A_72_P331188,A_33_P3252196
A_72_P331298,A_23_P435521
A_72_P331298,A_33_P3370305
A_72_P331298,A_32_P101860
A_72_P331478,A_23_P105392
A_72_P331833,A_23_P142974
A_72_P332293,A_23_P34546
A_72_P332293,A_23_P34548
A_72_P332493,A_23_P76799
A_72_P332543,A_23_P410128
A_72_P332603,A_23_P47839
A_72_P332603,A_33_P3357062
A_72_P332608,A_23_P63153
A_72_P332618,A_23_P107307
A_72_P332783,A_23_P36865
A_72_P333123,A_23_P120048
A_72_P333288,A_33_P3235335
A_72_P333288,A_33_P3235330
A_72_P333313,A_19_P00811204
A_72_P333313,A_23_P375147
A_72_P333313,A_33_P3345504
A_72_P333433,A_24_P160001
A_72_P333433,A_33_P3227345
A_72_P333433,A_32_P50522
A_72_P333433,A_23_P397238
A_72_P333833,A_23_P151870
A_72_P333923,A_24_P247106
A_72_P333923,A_33_P3263061
A_72_P333973,A_23_P25989
A_72_P334233,A_23_P422732
A_72_P334493,A_24_P287473
A_72_P334498,A_24_P261417
A_72_P334498,A_33_P3261293
A_72_P334763,A_33_P3245927
A_72_P334763,A_23_P53324
A_72_P334763,A_24_P287233
A_72_P334763,A_33_P3355055
A_72_P335633,A_23_P149664
A_72_P335803,A_24_P313186
A_72_P335803,A_23_P326170
A_72_P335803,A_33_P3212782
A_72_P336088,A_33_P3407065
A_72_P336133,A_23_P70249
A_72_P336163,A_23_P133153
A_72_P336168,A_23_P45811
A_72_P336173,A_32_P178800
A_72_P336228,A_24_P81947
A_72_P336253,A_33_P3269069
A_72_P336253,A_24_P242361
A_72_P336253,A_23_P383590
A_72_P336253,A_32_P112592
A_72_P336273,A_23_P71908
A_72_P336443,A_23_P111811
A_72_P336448,A_33_P3398862
A_72_P336448,A_33_P3308446
A_72_P336933,A_24_P98277
A_72_P336933,A_23_P71440
A_72_P337188,A_23_P80684
A_72_P337333,A_23_P402670
A_72_P337518,A_23_P65427
A_72_P337588,A_33_P3502315
A_72_P337948,A_23_P61637
A_72_P338378,A_23_P73609
A_72_P338448,A_24_P141332
A_72_P338448,A_33_P3329255
A_72_P338503,A_23_P165984
A_72_P338753,A_23_P210763
A_72_P339558,A_33_P3333603
A_72_P339558,A_24_P150466
A_72_P339643,A_23_P134147
A_72_P339648,A_23_P41025
A_72_P339688,A_24_P166663
A_72_P339858,A_33_P3315929
A_72_P339858,A_24_P916614
A_72_P339888,A_23_P157809
A_72_P339948,A_23_P435521
A_72_P339948,A_33_P3370305
A_72_P339948,A_32_P101860
A_72_P340058,A_23_P109821
A_72_P340218,A_23_P78372
A_72_P340463,A_23_P15564
A_72_P340463,A_33_P3223472
A_72_P340658,A_32_P130630
A_72_P340703,A_33_P3337771
A_72_P340758,A_33_P3242833
A_72_P340758,A_33_P3242829
A_72_P340758,A_24_P387869
A_72_P340948,A_23_P309361
A_72_P341128,A_33_P3255354
A_72_P341128,A_23_P97906
A_72_P341138,A_33_P3257528
A_72_P341138,A_23_P356122
A_72_P341138,A_33_P3257523
A_72_P341428,A_33_P3293524
A_72_P341458,A_23_P63751
A_72_P341523,A_33_P3271350
A_72_P341608,A_23_P46871
A_72_P341658,A_24_P241318
A_72_P341658,A_33_P3419234
A_72_P341658,A_33_P3768992
A_72_P341658,A_33_P3386414
A_72_P341673,A_33_P3384432
A_72_P342193,A_23_P38482
A_72_P342193,A_24_P5550
A_72_P342293,A_23_P452
A_72_P342358,A_23_P406521
A_72_P342358,A_33_P3244610
A_72_P342398,A_23_P106002
A_72_P342528,A_24_P322354
A_72_P342618,A_23_P154411
A_72_P342683,A_23_P214798
A_72_P343078,A_33_P3366146
A_72_P343078,A_23_P377819
A_72_P343218,A_23_P30547
A_72_P343228,A_23_P252388
A_72_P343253,A_33_P3272330
A_72_P343253,A_23_P154500
A_72_P343253,A_23_P420373
A_72_P343478,A_23_P122041
A_72_P343488,A_24_P307135
A_72_P343488,A_23_P156708
A_72_P343488,A_33_P3364571
A_72_P343488,A_33_P3381338
A_72_P343488,A_33_P3364582
A_72_P343488,A_24_P911362
A_72_P343488,A_33_P3305458
A_72_P343518,A_23_P387057
A_72_P343518,A_23_P81912
A_72_P343608,A_23_P1956
A_72_P343683,A_24_P142095
A_72_P343818,A_24_P333663
A_72_P343818,A_23_P3204
A_72_P344153,A_33_P3213064
A_72_P344173,A_23_P69840
A_72_P344173,A_33_P3237210
A_72_P344233,A_33_P3365932
A_72_P344498,A_23_P219084
A_72_P344563,A_23_P106675
A_72_P344703,A_24_P97374
A_72_P345198,A_24_P304449
A_72_P345253,A_33_P3393821
A_72_P345253,A_23_P125423
A_72_P345333,A_33_P3242833
A_72_P345333,A_33_P3242829
A_72_P345333,A_24_P387869
A_72_P345668,A_24_P398691
A_72_P345823,A_23_P43226
A_72_P345823,A_24_P135406
A_72_P345888,A_23_P139388
A_72_P345888,A_32_P110243
A_72_P345933,A_33_P3210139
A_72_P346078,A_33_P3410093
A_72_P346078,A_23_P388670
A_72_P347878,A_23_P65230
A_72_P347918,A_23_P151267
A_72_P347983,A_24_P149124
A_72_P348058,A_33_P3585268
A_72_P348198,A_33_P3307253
A_72_P348198,A_24_P342632
A_72_P348318,A_23_P163148
A_72_P348363,A_32_P87697
A_72_P348383,A_33_P3361067
A_72_P348473,A_24_P142095
A_72_P348628,A_23_P133284
A_72_P348748,A_24_P294408
A_72_P349083,A_33_P3305105
A_72_P349083,A_24_P135769
A_72_P349088,A_23_P44724
A_72_P349138,A_23_P23141
A_72_P349138,A_24_P105298
A_72_P349138,A_32_P208424
A_72_P349163,A_24_P200427
A_72_P349223,A_23_P100795
A_72_P349223,A_24_P116805
A_72_P349278,A_24_P49199
A_72_P349348,A_23_P167308
A_72_P349663,A_23_P65442
A_72_P349663,A_23_P354547
A_72_P349888,A_23_P136125
A_72_P350058,A_24_P271363
A_72_P350083,A_23_P160154
A_72_P350098,A_33_P3275801
A_72_P350283,A_33_P3418833
A_72_P350438,A_23_P3775
A_72_P350453,A_33_P3244931
A_72_P350613,A_23_P12272
A_72_P350613,A_24_P139773
A_72_P350798,A_24_P363005
A_72_P350798,A_24_P926684
A_72_P350928,A_24_P333571
A_72_P350993,A_33_P3290945
A_72_P350993,A_33_P3272808
A_72_P351118,A_33_P3329187
A_72_P351123,A_33_P3332018
A_72_P351593,A_23_P133543
A_72_P352053,A_33_P3265129
A_72_P352053,A_23_P66328
A_72_P352073,A_23_P163353
A_72_P352088,A_23_P216920
A_72_P352098,A_23_P82823
A_72_P352113,A_24_P305678
A_72_P352168,A_23_P140668
A_72_P352378,A_23_P37560
A_72_P352423,A_23_P27005
A_72_P352423,A_33_P3253960
A_72_P352433,A_32_P2738
A_72_P352623,A_23_P99906
A_72_P352758,A_23_P34402
A_72_P352803,A_23_P164179
A_72_P352833,A_23_P154806
A_72_P352833,A_33_P3228510
A_72_P352833,A_24_P185709
A_72_P352858,A_23_P128372
A_72_P352953,A_23_P25835
A_72_P354513,A_23_P98410
A_72_P354993,A_23_P29204
A_72_P354993,A_23_P17811
A_72_P355068,A_33_P3238455
A_72_P355068,A_33_P3220530
A_72_P355123,A_23_P41716
A_72_P355388,A_23_P143247
A_72_P355408,A_24_P323815
A_72_P355408,A_23_P151459
A_72_P355423,A_33_P3233764
A_72_P355423,A_23_P366230
A_72_P355453,A_23_P127267
A_72_P355663,A_24_P674924
A_72_P355663,A_24_P26073
A_72_P355663,A_33_P3388855
A_72_P355793,A_23_P13073
A_72_P355843,A_23_P377376
A_72_P356038,A_23_P216340
A_72_P356073,A_23_P85952
A_72_P356328,A_32_P99753
A_72_P356653,A_33_P3272773
A_72_P356653,A_23_P210608
A_72_P357443,A_24_P343559
A_72_P357443,A_33_P3322804
A_72_P357498,A_33_P3315929
A_72_P357498,A_24_P916614
A_72_P357683,A_33_P3249125
A_72_P357723,A_23_P71319
A_72_P357918,A_24_P405298
A_72_P357918,A_24_P396720
A_72_P357948,A_33_P3331446
A_72_P357948,A_23_P91919
A_72_P357998,A_33_P3280531
A_72_P358018,A_23_P170587
A_72_P358358,A_33_P3375314
A_72_P358358,A_23_P380614
A_72_P358533,A_23_P42096
A_72_P358533,A_33_P3245922
A_72_P358583,A_23_P252825
A_72_P358588,A_24_P555473
A_72_P358588,A_23_P321511
A_72_P358603,A_23_P122615
A_72_P358953,A_24_P241318
A_72_P358953,A_33_P3419234
A_72_P358953,A_33_P3768992
A_72_P358953,A_33_P3386414
A_72_P358998,A_23_P114689
A_72_P358998,A_33_P3263614
A_72_P359018,A_23_P257278
A_72_P359018,A_33_P3213752
A_72_P359098,A_24_P234856
A_72_P359253,A_23_P259328
A_72_P359253,A_33_P3243588
A_72_P359408,A_24_P282578
A_72_P359418,A_23_P25873
A_72_P359633,A_33_P3295358
A_72_P359838,A_23_P152107
A_72_P359858,A_24_P330691
A_72_P359858,A_23_P118435
A_72_P360223,A_23_P205519
A_72_P360263,A_23_P109442
A_72_P360263,A_33_P3290082
A_72_P360368,A_23_P402765
A_72_P360403,A_23_P216966
A_72_P360403,A_24_P64167
A_72_P360908,A_23_P98085
A_72_P360908,A_24_P913115
A_72_P361053,A_32_P168886
A_72_P361503,A_33_P3315475
A_72_P361503,A_24_P307827
A_72_P361568,A_23_P141974
A_72_P361568,A_24_P82880
A_72_P361753,A_23_P117157
A_72_P361898,A_23_P98786
A_72_P361898,A_23_P422350
A_72_P361988,A_23_P128147
A_72_P362063,A_23_P146058
A_72_P362063,A_33_P3380897
A_72_P362098,A_33_P3399788
A_72_P362098,A_23_P2920
A_72_P362098,A_23_P162918
A_72_P362233,A_23_P207507
A_72_P362328,A_33_P3329949
A_72_P362328,A_23_P86570
A_72_P362408,A_23_P137209
A_72_P362443,A_24_P43588
A_72_P362553,A_23_P138168
A_72_P362593,A_23_P121182
A_72_P362628,A_23_P75220
A_72_P362958,A_23_P75255
A_72_P362978,A_24_P186274
A_72_P363023,A_23_P334709
A_72_P363318,A_23_P135769
A_72_P363318,A_32_P137939
A_72_P363713,A_23_P106056
A_72_P363843,A_24_P941759
A_72_P363843,A_23_P99604
A_72_P363863,A_23_P214354
A_72_P363983,A_23_P255286
A_72_P363998,A_23_P117599
A_72_P364113,A_24_P320880
A_72_P364188,A_33_P3296479
A_72_P364188,A_33_P3508822
A_72_P364218,A_23_P165333
A_72_P364423,A_32_P123088
A_72_P364578,A_23_P308305
A_72_P364578,A_32_P123629
A_72_P364653,A_23_P257956
A_72_P364703,A_23_P99906
A_72_P364963,A_32_P175934
A_72_P365328,A_33_P3227284
A_72_P365728,A_33_P3214446
A_72_P365728,A_23_P14193
A_72_P365743,A_23_P386420
A_72_P365828,A_33_P3228558
A_72_P365828,A_33_P3334102
A_72_P366033,A_33_P3211604
A_72_P366033,A_23_P2661
A_72_P366093,A_33_P3379396
A_72_P366103,A_32_P184279
A_72_P366103,A_33_P3396159
A_72_P366128,A_33_P3327058
A_72_P366128,A_23_P51699
A_72_P366293,A_24_P201404
A_72_P366368,A_23_P148484
A_72_P366368,A_33_P3414669
A_72_P366423,A_33_P3555937
A_72_P366423,A_33_P3318322
A_72_P366478,A_33_P3399581
A_72_P366478,A_32_P21579
A_72_P366723,A_23_P387057
A_72_P366723,A_23_P81912
A_72_P366773,A_23_P357860
A_72_P367353,A_23_P79703
A_72_P367403,A_23_P75921
A_72_P367418,A_24_P943358
A_72_P367418,A_33_P3413523
A_72_P367878,A_23_P150053
A_72_P368003,A_23_P146274
A_72_P368168,A_23_P35916
A_72_P368168,A_33_P3589722
A_72_P368168,A_33_P3218410
A_72_P368233,A_23_P25735
A_72_P368263,A_23_P65618
A_72_P368268,A_23_P376372
A_72_P368268,A_23_P152428
A_72_P368488,A_23_P105313
A_72_P368513,A_24_P289383
A_72_P368578,A_23_P31116
A_72_P368703,A_33_P3394075
A_72_P368733,A_23_P92967
A_72_P368818,A_23_P46539
A_72_P368938,A_33_P3338733
A_72_P368938,A_23_P426663
A_72_P368938,A_23_P73345
A_72_P368953,A_33_P3252093
A_72_P368953,A_24_P917833
A_72_P368958,A_24_P192994
A_72_P369043,A_23_P55518
A_72_P369638,A_23_P71752
A_72_P369638,A_24_P278172
A_72_P370513,A_32_P34116
A_72_P370513,A_23_P93082
A_72_P370513,A_33_P3317282
A_72_P370528,A_24_P207150
A_72_P370528,A_33_P3400429
A_72_P370533,A_23_P428849
A_72_P371108,A_24_P216654
A_72_P371123,A_23_P70571
A_72_P371148,A_23_P80739
A_72_P371238,A_23_P407206
A_72_P371533,A_23_P143247
A_72_P371823,A_24_P274270
A_72_P372108,A_33_P3274696
A_72_P372108,A_23_P15692
A_72_P372173,A_23_P318296
A_72_P372258,A_23_P74320
A_72_P372263,A_24_P75072
A_72_P372263,A_33_P3292794
A_72_P372388,A_23_P90790
A_72_P372643,A_23_P137103
A_72_P372673,A_33_P3284108
A_72_P372673,A_23_P15714
A_72_P372723,A_24_P62659
A_72_P373223,A_23_P76159
A_72_P373723,A_23_P137209
A_72_P373743,A_24_P93896
A_72_P373743,A_23_P24044
A_72_P374128,A_23_P55190
A_72_P374628,A_24_P588897
A_72_P374773,A_23_P39386
A_72_P374783,A_23_P146284
A_72_P374883,A_23_P57059
A_72_P374908,A_23_P34676
A_72_P374908,A_33_P3286873
A_72_P375073,A_32_P351968
A_72_P375623,A_32_P356316
A_72_P375623,A_33_P3278968
A_72_P376123,A_23_P67971
A_72_P376123,A_33_P3273436
A_72_P376123,A_24_P212539
A_72_P376283,A_23_P412409
A_72_P376333,A_33_P3265180
A_72_P376333,A_33_P3247392
A_72_P376378,A_23_P373927
A_72_P376488,A_24_P37519
A_72_P376503,A_33_P3356607
A_72_P376503,A_24_P149395
A_72_P376603,A_33_P3416762
A_72_P376718,A_23_P163113
A_72_P376943,A_23_P92424
A_72_P376993,A_23_P503233
A_72_P377293,A_23_P160940
A_72_P377308,A_23_P63870
A_72_P377408,A_24_P132518
A_72_P377408,A_33_P3241756
A_72_P377828,A_23_P118306
A_72_P377903,A_23_P75255
A_72_P378008,A_33_P3321577
A_72_P378008,A_23_P215449
A_72_P378018,A_23_P132845
A_72_P378073,A_23_P314584
A_72_P378108,A_23_P128174
A_72_P378158,A_23_P114626
A_72_P378173,A_23_P165494
A_72_P378193,A_33_P3216605
A_72_P378193,A_23_P200489
A_72_P378218,A_33_P3314579
A_72_P378268,A_23_P42397
A_72_P378288,A_33_P3416479
A_72_P378473,A_33_P3244473
A_72_P378473,A_33_P3293386
A_72_P378473,A_23_P215024
A_72_P378503,A_24_P373174
A_72_P378603,A_23_P34968
A_72_P378903,A_24_P182947
A_72_P378903,A_33_P3226008
A_72_P378953,A_33_P3252196
A_72_P379133,A_33_P3373707
A_72_P379133,A_23_P303260
A_72_P379348,A_23_P70387
A_72_P379468,A_23_P422083
A_72_P379993,A_23_P38482
A_72_P379993,A_24_P5550
A_72_P380343,A_23_P156471
A_72_P380343,A_32_P55804
A_72_P380418,A_24_P7157
A_72_P380418,A_23_P361841
A_72_P380823,A_33_P3291484
A_72_P380823,A_23_P435601
A_72_P380838,A_23_P983
A_72_P380893,A_24_P227450
A_72_P381038,A_33_P3412353
A_72_P381038,A_33_P3412349
A_72_P381133,A_24_P242299
A_72_P381183,A_33_P3370751
A_72_P381198,A_23_P211504
A_72_P381358,A_23_P202496
A_72_P381373,A_32_P517749
A_72_P381533,A_33_P3366221
A_72_P381533,A_24_P359671
A_72_P381683,A_23_P34733
A_72_P381693,A_33_P3286278
A_72_P381703,A_23_P129169
A_72_P381863,A_23_P69521
A_72_P382188,A_23_P160631
A_72_P382258,A_23_P150064
A_72_P382573,A_24_P207150
A_72_P382573,A_33_P3400429
A_72_P382623,A_23_P155711
A_72_P382653,A_23_P166826
A_72_P382653,A_24_P576174
A_72_P382703,A_23_P51906
A_72_P382768,A_24_P928052
A_72_P382823,A_24_P79755
A_72_P382963,A_33_P3373560
A_72_P382963,A_23_P20832
A_72_P382973,A_23_P320739
A_72_P383043,A_23_P21409
A_72_P383083,A_23_P111188
A_72_P383123,A_33_P3368375
A_72_P383123,A_23_P310331
A_72_P383483,A_23_P160689
A_72_P383533,A_32_P205553
A_72_P383743,A_24_P307014
A_72_P383813,A_33_P3373469
A_72_P383813,A_24_P42681
A_72_P383993,A_33_P3290945
A_72_P383993,A_33_P3272808
A_72_P384063,A_23_P80684
A_72_P384083,A_23_P141730
A_72_P384153,A_33_P3290667
A_72_P384153,A_33_P3424297
A_72_P384153,A_33_P3305851
A_72_P384153,A_33_P3290672
A_72_P384283,A_23_P210747
A_72_P384398,A_24_P337657
A_72_P384473,A_23_P425990
A_72_P384608,A_33_P3219090
A_72_P385123,A_23_P135769
A_72_P385123,A_32_P137939
A_72_P385313,A_23_P31765
A_72_P385578,A_23_P320739
A_72_P385693,A_23_P133637
A_72_P385693,A_24_P234768
A_72_P386213,A_33_P3775848
A_72_P386268,A_23_P357881
A_72_P386268,A_23_P159335
A_72_P386538,A_32_P186981
A_72_P386708,A_23_P35591
A_72_P386798,A_23_P365719
A_72_P386798,A_33_P3325914
A_72_P386798,A_23_P360291
A_72_P387288,A_33_P3337144
A_72_P387463,A_24_P940921
A_72_P387963,A_23_P127013
A_72_P387963,A_23_P389588
A_72_P387963,A_33_P3377304
A_72_P388708,A_24_P373152
A_72_P389083,A_23_P67453
A_72_P389158,A_33_P3449417
A_72_P389333,A_23_P99642
A_72_P389853,A_33_P3412353
A_72_P389853,A_33_P3412349
A_72_P391588,A_23_P25253
A_72_P391663,A_23_P23748
A_72_P391733,A_23_P97700
A_72_P391823,A_23_P165333
A_72_P391983,A_33_P3474328
A_72_P392404,A_24_P187948
A_72_P392404,A_33_P3227041
A_72_P392433,A_23_P365614
A_72_P392543,A_24_P113221
A_72_P392543,A_24_P920188
A_72_P392573,A_23_P68486
A_72_P392803,A_23_P256413
A_72_P392803,A_33_P3376828
A_72_P392828,A_23_P64879
A_72_P393173,A_24_P63262
A_72_P393413,A_33_P3329187
A_72_P393658,A_23_P78771
A_72_P394173,A_23_P63379
A_72_P394183,A_23_P305938
A_72_P394203,A_32_P16489
A_72_P394213,A_23_P75288
A_72_P394248,A_33_P3361546
A_72_P394368,A_24_P289208
A_72_P394368,A_33_P3334305
A_72_P394583,A_24_P116378
A_72_P394583,A_33_P3358712
A_72_P394623,A_33_P3269069
A_72_P394623,A_24_P242361
A_72_P394623,A_23_P383590
A_72_P394623,A_32_P112592
A_72_P394683,A_23_P54041
A_72_P394828,A_33_P3353073
A_72_P394828,A_23_P321913
A_72_P394853,A_23_P41716
A_72_P394883,A_23_P214627
A_72_P394883,A_33_P3213288
A_72_P395133,A_23_P135271
A_72_P395143,A_33_P3289236
A_72_P395143,A_23_P206760
A_72_P395173,A_23_P38408
A_72_P395178,A_24_P151727
A_72_P395178,A_24_P413437
A_72_P395303,A_33_P3335233
A_72_P395303,A_23_P202427
A_72_P395773,A_24_P199655
A_72_P395863,A_23_P11915
A_72_P396018,A_23_P12503
A_72_P396018,A_33_P3284077
A_72_P396268,A_32_P129419
A_72_P396308,A_23_P168898
A_72_P396308,A_32_P110243
A_72_P396543,A_23_P140668
A_72_P396558,A_33_P3242543
A_72_P396758,A_23_P257355
A_72_P396818,A_23_P41716
A_72_P396828,A_24_P886040
A_72_P397013,A_33_P3278540
A_72_P397023,A_24_P73075
A_72_P397023,A_23_P24535
A_72_P397153,A_23_P109768
A_72_P397153,A_33_P3252915
A_72_P397213,A_24_P286114
A_72_P397233,A_23_P209805
A_72_P397233,A_24_P191417
A_72_P397253,A_33_P3305974
A_72_P397453,A_33_P3416574
A_72_P397453,A_23_P93431
A_72_P397453,A_33_P3416563
A_72_P398048,A_23_P41166
A_72_P398168,A_23_P137103
A_72_P398203,A_33_P3408305
A_72_P398203,A_24_P943017
A_72_P398213,A_24_P217904
A_72_P398213,A_23_P59022
A_72_P398273,A_23_P113351
A_72_P398343,A_23_P212511
A_72_P398348,A_23_P502980
A_72_P399558,A_23_P61637
A_72_P399563,A_23_P252981
A_72_P399593,A_33_P3258747
A_72_P399593,A_24_P649388
A_72_P399928,A_23_P410717
A_72_P400313,A_33_P3234292
A_72_P400313,A_23_P85453
A_72_P400453,A_33_P3240538
A_72_P400568,A_24_P119259
A_72_P400568,A_23_P23266
A_72_P400568,A_33_P3398548
A_72_P401003,A_33_P3270019
A_72_P401003,A_23_P428999
A_72_P401088,A_23_P436117
A_72_P401143,A_23_P35591
A_72_P401223,A_23_P103282
A_72_P401223,A_33_P3332284
A_72_P401503,A_19_P00808495
A_72_P401503,A_33_P3345126
A_72_P401503,A_24_P101304
A_72_P401843,A_33_P3268368
A_72_P402183,A_23_P104563
A_72_P402263,A_23_P81898
A_72_P402263,A_33_P3343493
A_72_P402263,A_23_P93302
A_72_P402493,A_23_P36865
A_72_P402608,A_33_P3355185
A_72_P402608,A_23_P352266
A_72_P402613,A_32_P154830
A_72_P402628,A_23_P17914
A_72_P402633,A_23_P67453
A_72_P402728,A_23_P761
A_72_P402873,A_23_P127446
A_72_P402883,A_23_P135769
A_72_P402883,A_32_P137939
A_72_P402908,A_23_P51487
A_72_P402908,A_23_P62890
A_72_P402918,A_32_P30710
A_72_P402918,A_33_P3224265
A_72_P402918,A_23_P26713
A_72_P402968,A_33_P3345708
A_72_P402968,A_23_P63232
A_72_P402983,A_23_P64770
A_72_P403023,A_23_P104563
A_72_P403053,A_33_P3449417
A_72_P403073,A_23_P209944
A_72_P403098,A_23_P214354
A_72_P403173,A_23_P253200
A_72_P403203,A_23_P63010
A_72_P403253,A_23_P125977
A_72_P403283,A_23_P45361
A_72_P403283,A_23_P138665
A_72_P403328,A_33_P3295283
A_72_P403498,A_23_P106174
A_72_P403498,A_23_P205686
A_72_P403513,A_23_P35444
A_72_P403673,A_23_P30162
A_72_P403673,A_24_P303080
A_72_P403683,A_23_P216307
A_72_P403938,A_24_P273666
A_72_P403938,A_24_P53595
A_72_P403938,A_24_P168574
A_72_P403938,A_24_P168581
A_72_P404033,A_23_P64879
A_72_P404038,A_23_P256223
A_72_P404068,A_33_P3372004
A_72_P404088,A_24_P321581
A_72_P404088,A_33_P3235207
A_72_P404298,A_33_P3338733
A_72_P404298,A_23_P426663
A_72_P404298,A_23_P73345
A_72_P404548,A_23_P251945
A_72_P404773,A_23_P9458
A_72_P404893,A_24_P407717
A_72_P404918,A_23_P62276
A_72_P405018,A_23_P59452
A_72_P405033,A_33_P3849275
A_72_P405033,A_33_P3398392
A_72_P405043,A_32_P113066
A_72_P405603,A_23_P410717
A_72_P405743,A_33_P3327265
A_72_P405918,A_24_P146683
A_72_P406173,A_33_P3365805
A_72_P406228,A_23_P215819
A_72_P406228,A_23_P345081
A_72_P406248,A_32_P150632
A_72_P406318,A_33_P3352307
A_72_P406318,A_24_P396650
A_72_P406388,A_23_P70991
A_72_P406423,A_33_P3252359
A_72_P406568,A_23_P153360
A_72_P406568,A_24_P254177
A_72_P406613,A_23_P406330
A_72_P406628,A_33_P3373560
A_72_P406628,A_23_P20832
A_72_P406728,A_23_P55990
A_72_P406843,A_24_P328872
A_72_P407123,A_24_P43144
A_72_P407133,A_23_P401106
A_72_P407138,A_33_P3389658
A_72_P407138,A_33_P3389653
A_72_P407138,A_33_P3389649
A_72_P407178,A_33_P3503029
A_72_P407178,A_23_P99386
A_72_P407258,A_24_P345993
A_72_P407258,A_33_P3325131
A_72_P407278,A_33_P3307775
A_72_P407303,A_23_P157215
A_72_P407303,A_33_P3216237
A_72_P407343,A_32_P506600
A_72_P407428,A_23_P121806
A_72_P407488,A_23_P31085
A_72_P407493,A_23_P41716
A_72_P407628,A_23_P344037
A_72_P407833,A_23_P202138
A_72_P407903,A_33_P3378126
A_72_P407913,A_33_P3300757
A_72_P407913,A_33_P3274756
A_72_P407938,A_33_P3310475
A_72_P408118,A_24_P37712
A_72_P408183,A_23_P346006
A_72_P408258,A_23_P96641
A_72_P408423,A_23_P3574
A_72_P408673,A_23_P411953
A_72_P408673,A_33_P3289352
A_72_P408718,A_33_P3306948
A_72_P408933,A_23_P342585
A_72_P408933,A_33_P3218832
A_72_P409053,A_33_P3418426
A_72_P409053,A_24_P217234
A_72_P409093,A_24_P3045
A_72_P409093,A_33_P3504659
A_72_P409093,A_33_P3255075
A_72_P409188,A_24_P98385
A_72_P409728,A_23_P104563
A_72_P409813,A_23_P8848
A_72_P410028,A_33_P3284108
A_72_P410028,A_23_P15714
A_72_P410308,A_23_P331196
A_72_P410508,A_23_P32414
A_72_P410638,A_23_P133629
A_72_P410638,A_24_P913227
A_72_P410693,A_23_P214267
A_72_P410843,A_23_P58132
A_72_P411008,A_23_P209805
A_72_P411008,A_24_P191417
A_72_P411133,A_24_P354715
A_72_P411138,A_23_P410224
A_72_P411143,A_23_P216038
A_72_P411143,A_33_P3278911
A_72_P411143,A_24_P403303
A_72_P411143,A_33_P3278906
A_72_P411298,A_24_P38143
A_72_P411558,A_23_P126623
A_72_P412293,A_24_P98385
A_72_P412593,A_23_P149099
A_72_P412643,A_23_P89431
A_72_P412783,A_23_P211957
A_72_P412878,A_32_P44453
A_72_P413053,A_23_P371215
A_72_P413188,A_23_P82128
A_72_P413368,A_33_P3372004
A_72_P413508,A_23_P1691
A_72_P413538,A_23_P97141
A_72_P413553,A_23_P16110
A_72_P413628,A_23_P306867
A_72_P413628,A_23_P398566
A_72_P413648,A_23_P502464
A_72_P413658,A_24_P71468
A_72_P413693,A_23_P133637
A_72_P413693,A_24_P234768
A_72_P413728,A_33_P3489737
A_72_P413748,A_33_P3257140
A_72_P413748,A_23_P209689
A_72_P413763,A_23_P92042
A_72_P413793,A_32_P178800
A_72_P414013,A_33_P3251727
A_72_P414013,A_23_P137797
A_72_P414188,A_33_P3388148
A_72_P414238,A_23_P388061
A_72_P414323,A_23_P154894
A_72_P414353,A_24_P12401
A_72_P414383,A_23_P41455
A_72_P414393,A_23_P71037
A_72_P414428,A_24_P47182
A_72_P414453,A_33_P3294533
A_72_P414468,A_33_P3380211
A_72_P414468,A_23_P309261
A_72_P414468,A_23_P123108
A_72_P414553,A_33_P3317163
A_72_P414863,A_24_P203678
A_72_P414863,A_33_P3253975
A_72_P414863,A_23_P24515
A_72_P414893,A_33_P3268798
A_72_P414893,A_33_P3602006
A_72_P415038,A_24_P398898
A_72_P415433,A_23_P358995
A_72_P415573,A_23_P58466
A_72_P415723,A_33_P3326483
A_72_P415723,A_33_P3216869
A_72_P416038,A_33_P3322274
A_72_P416038,A_24_P54174
A_72_P416048,A_32_P20454
A_72_P416058,A_33_P3364112
A_72_P416293,A_23_P352870
A_72_P416293,A_23_P208293
A_72_P416418,A_33_P3380211
A_72_P416418,A_23_P309261
A_72_P416418,A_23_P123108
A_72_P416818,A_23_P125977
A_72_P416823,A_23_P154411
